CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,P21,PP04D_COD,P47T,REGION,AGLOMERADO,TRIMESTRE,ANO4
Mujer,85.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,100.0,0.0,     ,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,64.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Otros,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,71.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,97.5,0.0,     ,240.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,75.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,97.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,42.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,97.5,150.0,58313,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,12.0,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,Estudiante,97.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,76.0,Viudo,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,150.0,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,26.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,214.0,150.0,72113,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,25.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,214.0,770.0,80314,920.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,5.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,214.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,4.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,214.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,2.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,214.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,33.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,398.0,1200.0,82113,1200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,32.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,398.0,500.0,57113,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,14.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,398.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,398.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,51.0,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,398.0,250.0,55314,290.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,47.0,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,0.0,275.3333333333333,400.0,82113,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,47.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,275.3333333333333,600.0,55314,1060.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,22.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,275.3333333333333,152.0,72314,192.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,12.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,275.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,10.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,275.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,8.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,275.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,53.0,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Jubilado/pensionado,375.0,0.0,     ,650.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,87.0,Viudo,Mutual/Prepaga/Servicio de emergencia,Primaria Completa,Inactivo,Jubilado/pensionado,375.0,0.0,     ,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,17.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,375.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,29.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Ocupado,0.0,375.0,400.0,10312,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,49.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,140.0,600.0,82313,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,47.0,Casado,No paga ni le descuentan,Secundaria Completa,Inactivo,Ama de casa,140.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,23.0,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,Otros,140.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,140.0,0.0,     ,100.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,15.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,140.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,67.0,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,640.0,0.0,     ,640.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,42.0,Unido,Obra social (incluye PAMI),Primaria Completa,Desocupado,0.0,162.33333333333334,0.0,     ,824.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,34.0,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,162.33333333333334,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,13.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,Estudiante,162.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,12.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,162.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,162.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,7.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,162.33333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,79.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,340.0,0.0,     ,340.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,62.0,Viudo,No paga ni le descuentan,Secundaria Incompleta,Desocupado,0.0,178.0,0.0,     ,40.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,34.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,178.0,0.0,     ,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,32.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,178.0,250.0,57113,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,28.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,178.0,222.0,55314,222.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,50.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,425.0,1500.0,72311,1700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,52.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,Otros,425.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,23.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,425.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,19.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,425.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,43.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,150.0,200.0,72113,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,37.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,150.0,400.0,55314,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,20.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,150.0,0.0,53314,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,55.0,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,150.0,0.0,99999,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,48.0,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,0.0,187.77777777777777,60.0,55314,210.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,51.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,187.77777777777777,0.0,72113,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,25.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,187.77777777777777,250.0,10314,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,23.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,187.77777777777777,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,27.0,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,187.77777777777777,900.0,80203,900.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,1.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,187.77777777777777,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,20.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,187.77777777777777,180.0,31313,330.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,10.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,187.77777777777777,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,7.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,187.77777777777777,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,42.0,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,66.66666666666667,200.0,30113,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,13.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,Estudiante,66.66666666666667,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,13.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,Estudiante,66.66666666666667,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,44.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,434.0,1302.0,20332,1302.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,434.0,0.0,52313,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,434.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,62.0,Separado o divorciado,Mutual/Prepaga/Servicio de emergencia,Primaria Completa,Ocupado,0.0,600.0,600.0,80113,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,60.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Desocupado,0.0,432.0,0.0,     ,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,27.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,432.0,430.0,30312,940.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,26.0,Separado o divorciado,No paga ni le descuentan,Superior Universitaria Incompleta,Desocupado,0.0,432.0,0.0,     ,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,3.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,432.0,0.0,     ,220.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,3.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,432.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,73.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,112.0,0.0,     ,220.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,66.0,Casado,No paga ni le descuentan,Sin instrucción,Inactivo,Ama de casa,112.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,28.0,Soltero,No paga ni le descuentan,Primaria Completa,Desocupado,0.0,112.0,0.0,     ,140.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,26.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,112.0,150.0,46313,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,9.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,112.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,74.0,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Jubilado/pensionado,800.0,0.0,     ,800.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,32.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,900.0,1400.0,10313,1400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,31.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,900.0,400.0,41312,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,23.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,170.0,360.0,35314,360.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,25.0,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,Ama de casa,170.0,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,2.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,170.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,53.0,Viudo,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,87.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,27.0,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,87.5,250.0,41112,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,25.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Desocupado,0.0,87.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,21.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,87.5,100.0,72113,100.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,77.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,230.0,0.0,     ,230.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,53.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,0.0,90.0,80.0,55314,180.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,8.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,90.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,72.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,120.0,0.0,     ,240.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,66.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,120.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,59.0,Casado,Obra social (incluye PAMI),Sin instrucción,Ocupado,0.0,648.3333333333334,1660.0,80323,2360.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,63.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,648.3333333333334,750.0,30113,750.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,32.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,648.3333333333334,730.0,80323,780.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,32.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Ama de casa,648.3333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,5.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,648.3333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,648.3333333333334,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,54.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Discapacitado,150.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,53.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,150.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,30.0,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,150.0,300.0,80123,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,26.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,150.0,600.0,30313,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,20.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,150.0,0.0,20313,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,150.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,36.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,450.0,800.0,20312,800.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,64.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,450.0,0.0,     ,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,24.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,450.0,700.0,36314,700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,450.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,77.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,150.0,0.0,     ,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,78.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,150.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,47.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,138.0,500.0,53314,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,50.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,138.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,138.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,14.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Otros,138.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,85.0,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,138.0,0.0,     ,190.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,88.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,114.0,0.0,     ,228.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,86.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,114.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,47.0,Casado,No paga ni le descuentan,Primaria Completa,Desocupado,0.0,61.666666666666664,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,44.0,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,0.0,61.666666666666664,120.0,30113,120.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
